date,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,p_0_3_um,p_0_5_um,pm_1_0_um,pm_2_5_um,pm_5_0_um,pm_10_0_um
2018-05-04 00:00:00, 4,6,6,4,6,6,834,243,29,0,0,0
2018-05-04 00:00:01, 4,6,6,4,6,6,834,243,29,0,0,0
2018-05-04 00:00:02, 4,6,6,4,6,6,831,243,32,0,0,0
2018-05-04 00:00:03, 4,6,6,4,6,6,831,243,32,0,0,0
2018-05-04 00:00:03, 4,6,6,4,6,6,831,243,32,0,0,0
2018-05-04 00:00:04, 4,5,5,4,5,5,786,223,29,0,0,0
2018-05-04 00:00:05, 4,5,5,4,5,5,786,223,29,0,0,0
2018-05-04 00:00:06, 4,5,5,4,5,5,786,223,29,0,0,0
2018-05-04 00:00:07, 4,5,5,4,5,5,780,223,34,0,0,0
2018-05-04 00:00:08, 4,5,5,4,5,5,780,223,34,0,0,0
2018-05-04 00:00:09, 4,5,5,4,5,5,780,223,34,0,0,0
2018-05-04 00:00:09, 4,5,5,4,5,5,822,228,34,0,0,0
2018-05-04 00:00:10, 4,5,5,4,5,5,822,228,34,0,0,0
2018-05-04 00:00:11, 4,5,5,4,5,5,822,228,34,0,0,0
2018-05-04 00:00:12, 4,5,5,4,5,5,816,223,34,0,0,0
2018-05-04 00:00:13, 4,5,5,4,5,5,816,223,34,0,0,0
2018-05-04 00:00:14, 4,5,5,4,5,5,816,223,34,0,0,0
2018-05-04 00:00:15, 4,5,5,4,5,5,822,225,32,0,0,0
2018-05-04 00:00:15, 4,5,5,4,5,5,822,225,32,0,0,0
2018-05-04 00:00:16, 4,5,5,4,5,5,822,225,32,0,0,0
2018-05-04 00:00:17, 4,5,5,4,5,5,771,210,28,0,0,0
2018-05-04 00:00:18, 4,5,5,4,5,5,771,210,28,0,0,0
2018-05-04 00:00:19, 4,5,5,4,5,5,771,210,28,0,0,0
2018-05-04 00:00:20, 3,5,5,3,5,5,765,209,30,0,0,0
2018-05-04 00:00:21, 3,5,5,3,5,5,765,209,30,0,0,0
2018-05-04 00:00:21, 3,5,5,3,5,5,765,209,30,0,0,0
2018-05-04 00:00:22, 3,5,5,3,5,5,777,211,32,1,1,0
2018-05-04 00:00:23, 3,5,5,3,5,5,777,211,32,1,1,0
2018-05-04 00:00:24, 3,5,5,3,5,5,777,211,32,1,1,0
2018-05-04 00:00:25, 3,5,6,3,5,6,783,209,32,2,2,0
2018-05-04 00:00:26, 3,5,6,3,5,6,783,209,32,2,2,0
2018-05-04 00:00:27, 3,5,6,3,5,6,783,209,32,2,2,0
2018-05-04 00:00:28, 3,5,6,3,5,6,750,199,30,2,2,0
2018-05-04 00:00:28, 3,5,6,3,5,6,750,199,30,2,2,0
2018-05-04 00:00:29, 3,5,6,3,5,6,750,199,30,2,2,0
2018-05-04 00:00:30, 3,5,6,3,5,6,729,199,32,2,2,0
2018-05-04 00:00:31, 3,5,6,3,5,6,729,199,32,2,2,0
2018-05-04 00:00:32, 3,5,6,3,5,6,729,199,32,2,2,0
2018-05-04 00:00:33, 3,5,6,3,5,6,759,203,33,2,2,0
2018-05-04 00:00:34, 3,5,6,3,5,6,759,203,33,2,2,0
2018-05-04 00:00:34, 3,5,6,3,5,6,759,203,33,2,2,0
2018-05-04 00:00:35, 3,5,6,3,5,6,732,202,29,2,2,0
2018-05-04 00:00:36, 3,5,6,3,5,6,732,202,29,2,2,0
2018-05-04 00:00:37, 3,5,6,3,5,6,732,202,29,2,2,0
2018-05-04 00:00:38, 3,4,5,3,4,5,753,214,29,2,2,0
2018-05-04 00:00:39, 3,4,5,3,4,5,753,214,29,2,2,0
2018-05-04 00:00:40, 3,4,5,3,4,5,753,214,29,2,2,0
2018-05-04 00:00:41, 3,4,5,3,4,5,753,221,31,2,2,0
2018-05-04 00:00:41, 4,5,6,4,5,6,753,221,31,2,2,0
2018-05-04 00:00:42, 4,5,6,4,5,6,753,221,31,2,2,0
2018-05-04 00:00:43, 4,5,6,4,5,6,783,224,35,2,2,0
2018-05-04 00:00:44, 4,5,6,4,5,6,783,224,35,2,2,0
2018-05-04 00:00:45, 4,5,6,4,5,6,783,224,35,2,2,0
2018-05-04 00:00:46, 4,5,6,4,5,6,774,220,33,2,2,0
2018-05-04 00:00:47, 4,5,6,4,5,6,774,220,33,2,2,0
2018-05-04 00:00:47, 4,5,6,4,5,6,774,220,33,2,2,0
2018-05-04 00:00:48, 4,5,5,4,5,5,759,218,33,1,1,0
2018-05-04 00:00:49, 4,5,5,4,5,5,759,218,33,1,1,0
2018-05-04 00:00:50, 4,5,5,4,5,5,759,218,33,1,1,0
2018-05-04 00:00:51, 4,5,5,4,5,5,783,225,33,0,0,0
2018-05-04 00:00:52, 4,5,5,4,5,5,783,225,33,0,0,0
2018-05-04 00:00:53, 4,5,5,4,5,5,783,225,33,0,0,0
2018-05-04 00:00:54, 4,5,5,4,5,5,783,226,35,0,0,0
2018-05-04 00:00:54, 4,5,5,4,5,5,783,226,35,0,0,0
2018-05-04 00:00:55, 4,5,5,4,5,5,783,226,35,0,0,0
2018-05-04 00:00:56, 4,5,5,4,5,5,804,231,31,0,0,0
2018-05-04 00:00:57, 4,5,5,4,5,5,804,231,31,0,0,0
2018-05-04 00:00:58, 4,5,5,4,5,5,804,231,31,0,0,0
2018-05-04 00:00:59, 4,5,5,4,5,5,768,222,25,0,0,0
2018-05-04 00:01:00, 4,5,5,4,5,5,768,222,25,0,0,0
2018-05-04 00:01:00, 4,5,5,4,5,5,768,222,25,0,0,0
2018-05-04 00:01:01, 4,4,4,4,4,4,720,204,27,0,0,0
2018-05-04 00:01:02, 4,4,4,4,4,4,720,204,27,0,0,0
2018-05-04 00:01:03, 4,4,4,4,4,4,720,204,27,0,0,0
2018-05-04 00:01:04, 4,5,5,4,5,5,741,206,27,0,0,0
2018-05-04 00:01:05, 4,5,5,4,5,5,741,206,27,0,0,0
2018-05-04 00:01:06, 4,5,5,4,5,5,741,206,27,0,0,0
2018-05-04 00:01:06, 4,4,4,4,4,4,726,195,25,0,0,0
2018-05-04 00:01:07, 4,4,4,4,4,4,726,195,25,0,0,0
2018-05-04 00:01:08, 4,4,4,4,4,4,726,195,25,0,0,0
2018-05-04 00:01:09, 3,4,4,3,4,4,726,195,25,0,0,0
2018-05-04 00:01:10, 3,4,4,3,4,4,726,195,25,0,0,0
2018-05-04 00:01:11, 3,4,4,3,4,4,726,195,25,0,0,0
2018-05-04 00:01:12, 3,4,5,3,4,5,720,197,28,1,0,0
2018-05-04 00:01:12, 3,4,5,3,4,5,720,197,28,1,0,0
2018-05-04 00:01:13, 3,4,5,3,4,5,720,197,28,1,0,0
2018-05-04 00:01:14, 3,5,5,3,5,5,741,199,26,1,0,0
2018-05-04 00:01:15, 3,5,5,3,5,5,741,199,26,1,0,0
2018-05-04 00:01:16, 3,5,5,3,5,5,741,199,26,1,0,0
2018-05-04 00:01:17, 3,4,4,3,4,4,684,185,23,1,0,0
2018-05-04 00:01:18, 3,4,4,3,4,4,684,185,23,1,0,0
2018-05-04 00:01:19, 3,4,4,3,4,4,684,185,23,1,0,0
2018-05-04 00:01:19, 3,4,5,3,4,5,720,189,25,1,0,0
2018-05-04 00:01:20, 3,4,5,3,4,5,720,189,25,1,0,0
2018-05-04 00:01:21, 3,4,5,3,4,5,720,189,25,1,0,0
2018-05-04 00:01:22, 3,4,4,3,4,4,681,178,24,1,0,0
2018-05-04 00:01:23, 3,4,4,3,4,4,681,178,24,1,0,0
2018-05-04 00:01:24, 3,4,4,3,4,4,681,178,24,1,0,0
2018-05-04 00:01:25, 3,4,4,3,4,4,708,183,25,1,0,0
2018-05-04 00:01:25, 3,4,4,3,4,4,708,183,25,1,0,0
2018-05-04 00:01:26, 3,4,4,3,4,4,708,183,25,1,0,0
2018-05-04 00:01:27, 3,4,4,3,4,4,744,197,23,1,0,0
2018-05-04 00:01:28, 3,4,4,3,4,4,744,197,23,1,0,0
2018-05-04 00:01:29, 3,4,4,3,4,4,744,197,23,1,0,0
2018-05-04 00:01:30, 3,4,5,3,4,5,687,181,25,2,1,0
2018-05-04 00:01:31, 3,4,5,3,4,5,687,181,25,2,1,0
2018-05-04 00:01:31, 3,4,5,3,4,5,687,181,25,2,1,0
2018-05-04 00:01:32, 3,4,5,3,4,5,669,180,29,2,1,0
2018-05-04 00:01:33, 3,4,5,3,4,5,669,180,29,2,1,0
2018-05-04 00:01:34, 3,4,5,3,4,5,669,180,29,2,1,0
2018-05-04 00:01:35, 3,4,5,3,4,5,654,180,25,2,1,0
2018-05-04 00:01:36, 3,4,5,3,4,5,654,180,25,2,1,0
2018-05-04 00:01:37, 3,4,5,3,4,5,654,180,25,2,1,0
2018-05-04 00:01:38, 3,4,4,3,4,4,720,197,22,1,1,0
2018-05-04 00:01:38, 3,4,4,3,4,4,720,197,22,1,1,0
2018-05-04 00:01:39, 3,4,4,3,4,4,720,197,22,1,1,0
2018-05-04 00:01:40, 3,4,4,3,4,4,687,193,24,1,1,0
2018-05-04 00:01:41, 3,4,4,3,4,4,687,193,24,1,1,0
2018-05-04 00:01:42, 3,4,4,3,4,4,687,193,24,1,1,0
2018-05-04 00:01:43, 3,4,4,3,4,4,699,193,25,1,1,0
2018-05-04 00:01:44, 3,4,4,3,4,4,699,193,25,1,1,0
2018-05-04 00:01:44, 3,4,4,3,4,4,699,193,25,1,1,0
2018-05-04 00:01:45, 3,4,4,3,4,4,690,195,21,1,1,0
2018-05-04 00:01:46, 3,4,4,3,4,4,690,195,21,1,1,0
2018-05-04 00:01:47, 3,4,4,3,4,4,690,195,21,1,1,0
2018-05-04 00:01:48, 3,4,5,3,4,5,765,214,24,2,1,0
2018-05-04 00:01:49, 3,4,5,3,4,5,765,214,24,2,1,0
2018-05-04 00:01:50, 3,4,5,3,4,5,765,214,24,2,1,0
2018-05-04 00:01:51, 4,5,5,4,5,5,768,218,24,2,1,0
2018-05-04 00:01:51, 4,5,5,4,5,5,768,218,24,2,1,0
2018-05-04 00:01:52, 4,5,5,4,5,5,768,218,24,2,1,0
2018-05-04 00:01:53, 3,4,5,3,4,5,732,211,26,2,1,0
2018-05-04 00:01:54, 3,4,5,3,4,5,732,211,26,2,1,0
2018-05-04 00:01:55, 3,4,5,3,4,5,732,211,26,2,1,0
2018-05-04 00:01:56, 3,4,4,3,4,4,741,211,24,1,0,0
2018-05-04 00:01:57, 3,4,4,3,4,4,741,211,24,1,0,0
2018-05-04 00:01:57, 3,4,4,3,4,4,741,211,24,1,0,0
2018-05-04 00:01:58, 4,5,5,4,5,5,783,225,22,1,0,0
2018-05-04 00:01:59, 4,5,5,4,5,5,783,225,22,1,0,0
2018-05-04 00:02:00, 4,5,5,4,5,5,783,225,22,1,0,0
2018-05-04 00:02:01, 4,5,5,4,5,5,798,232,26,1,0,0
2018-05-04 00:02:02, 4,5,5,4,5,5,798,232,26,1,0,0
2018-05-04 00:02:03, 4,5,5,4,5,5,798,232,26,1,0,0
2018-05-04 00:02:03, 3,5,5,3,5,5,753,218,24,1,0,0
2018-05-04 00:02:04, 3,5,5,3,5,5,753,218,24,1,0,0
2018-05-04 00:02:05, 3,5,5,3,5,5,753,218,24,1,0,0
2018-05-04 00:02:05, 4,5,5,4,5,5,810,232,27,1,0,0
2018-05-04 00:02:06, 4,5,5,4,5,5,810,232,27,1,0,0
2018-05-04 00:02:07, 4,5,5,4,5,5,810,232,27,1,0,0
2018-05-04 00:02:08, 4,5,5,4,5,5,819,239,26,1,0,0
2018-05-04 00:02:09, 4,5,5,4,5,5,819,239,26,1,0,0
2018-05-04 00:02:10, 4,5,5,4,5,5,819,239,26,1,0,0
2018-05-04 00:02:11, 4,6,6,4,6,6,798,235,30,2,0,0
2018-05-04 00:02:11, 4,6,6,4,6,6,798,235,30,2,0,0
2018-05-04 00:02:12, 4,6,6,4,6,6,798,235,30,2,0,0
2018-05-04 00:02:13, 4,5,5,4,5,5,762,220,28,1,0,0
2018-05-04 00:02:14, 4,5,5,4,5,5,762,220,28,1,0,0
2018-05-04 00:02:15, 4,5,5,4,5,5,762,220,28,1,0,0
2018-05-04 00:02:16, 3,5,5,3,5,5,723,213,27,1,0,0
2018-05-04 00:02:17, 3,5,5,3,5,5,723,213,27,1,0,0
2018-05-04 00:02:17, 3,5,5,3,5,5,723,213,27,1,0,0
2018-05-04 00:02:18, 3,5,5,3,5,5,735,212,27,1,0,0
2018-05-04 00:02:19, 3,5,5,3,5,5,735,212,27,1,0,0
2018-05-04 00:02:20, 3,5,5,3,5,5,735,212,27,1,0,0
2018-05-04 00:02:21, 3,5,5,3,5,5,768,216,29,1,0,0
2018-05-04 00:02:22, 3,5,5,3,5,5,768,216,29,1,0,0
2018-05-04 00:02:23, 3,5,5,3,5,5,768,216,29,1,0,0
2018-05-04 00:02:24, 4,5,5,4,5,5,801,224,31,1,0,0
2018-05-04 00:02:24, 4,5,5,4,5,5,801,224,31,1,0,0
2018-05-04 00:02:25, 4,5,5,4,5,5,801,224,31,1,0,0
2018-05-04 00:02:26, 3,5,5,3,5,5,759,210,27,1,0,0
2018-05-04 00:02:27, 3,5,5,3,5,5,759,210,27,1,0,0
2018-05-04 00:02:28, 3,5,5,3,5,5,759,210,27,1,0,0
2018-05-04 00:02:29, 3,5,5,3,5,5,747,210,27,2,0,0
2018-05-04 00:02:30, 3,5,5,3,5,5,747,210,27,2,0,0
2018-05-04 00:02:30, 3,5,5,3,5,5,747,210,27,2,0,0
2018-05-04 00:02:31, 4,5,5,4,5,5,738,209,24,2,0,0
2018-05-04 00:02:32, 4,5,5,4,5,5,738,209,24,2,0,0
2018-05-04 00:02:33, 4,5,5,4,5,5,738,209,24,2,0,0
2018-05-04 00:02:34, 4,5,6,4,5,6,750,208,29,3,1,0
2018-05-04 00:02:35, 4,5,6,4,5,6,750,208,29,3,1,0
2018-05-04 00:02:36, 4,5,6,4,5,6,750,208,29,3,1,0
2018-05-04 00:02:37, 4,5,5,4,5,5,771,210,27,2,1,0
2018-05-04 00:02:37, 4,5,5,4,5,5,771,210,27,2,1,0
2018-05-04 00:02:38, 4,5,5,4,5,5,771,210,27,2,1,0
2018-05-04 00:02:39, 4,5,6,4,5,6,765,215,31,2,1,0
2018-05-04 00:02:40, 4,5,6,4,5,6,765,215,31,2,1,0
2018-05-04 00:02:41, 4,5,6,4,5,6,765,215,31,2,1,0
2018-05-04 00:02:42, 4,5,6,4,5,6,759,213,32,2,1,0
2018-05-04 00:02:43, 4,5,6,4,5,6,759,213,32,2,1,0
2018-05-04 00:02:43, 4,5,6,4,5,6,759,213,32,2,1,0
2018-05-04 00:02:44, 4,5,6,4,5,6,774,220,32,2,1,0
2018-05-04 00:02:45, 4,5,6,4,5,6,774,220,32,2,1,0
2018-05-04 00:02:46, 4,5,6,4,5,6,774,220,32,2,1,0
2018-05-04 00:02:47, 4,5,6,4,5,6,774,225,30,2,1,0
2018-05-04 00:02:48, 4,5,6,4,5,6,774,225,30,2,1,0
2018-05-04 00:02:49, 4,5,6,4,5,6,774,225,30,2,1,0
2018-05-04 00:02:49, 4,5,6,4,5,6,804,229,26,2,1,0
2018-05-04 00:02:50, 4,5,6,4,5,6,804,229,26,2,1,0
2018-05-04 00:02:51, 4,5,6,4,5,6,804,229,26,2,1,0
2018-05-04 00:02:52, 4,5,6,4,5,6,852,245,30,2,1,0
2018-05-04 00:02:53, 4,5,6,4,5,6,852,245,30,2,1,0
2018-05-04 00:02:54, 4,5,6,4,5,6,852,245,30,2,1,0
2018-05-04 00:02:55, 4,5,6,4,5,6,852,244,30,1,1,0
2018-05-04 00:02:55, 4,5,6,4,5,6,852,244,30,1,1,0
2018-05-04 00:02:56, 4,5,6,4,5,6,852,244,30,1,1,0
2018-05-04 00:02:57, 4,5,6,4,5,6,837,237,26,1,1,0
2018-05-04 00:02:58, 4,5,6,4,5,6,837,237,26,1,1,0
2018-05-04 00:02:59, 4,5,6,4,5,6,837,237,26,1,1,0
2018-05-04 00:03:00, 4,5,5,4,5,5,858,242,24,0,0,0
2018-05-04 00:03:01, 4,5,5,4,5,5,858,242,24,0,0,0
2018-05-04 00:03:02, 4,5,5,4,5,5,858,242,24,0,0,0
2018-05-04 00:03:02, 4,5,5,4,5,5,843,238,27,0,0,0
2018-05-04 00:03:03, 4,5,5,4,5,5,843,238,27,0,0,0
2018-05-04 00:03:04, 4,5,5,4,5,5,843,238,27,0,0,0
2018-05-04 00:03:05, 4,5,5,4,5,5,822,231,27,0,0,0
2018-05-04 00:03:06, 4,5,5,4,5,5,822,231,27,0,0,0
2018-05-04 00:03:07, 4,5,5,4,5,5,822,231,27,0,0,0
2018-05-04 00:03:08, 3,5,5,3,5,5,807,222,26,0,0,0
2018-05-04 00:03:08, 3,5,5,3,5,5,807,222,26,0,0,0
2018-05-04 00:03:09, 3,5,5,3,5,5,807,222,26,0,0,0
2018-05-04 00:03:10, 2,4,4,2,4,4,807,223,24,0,0,0
2018-05-04 00:03:11, 2,4,4,2,4,4,807,223,24,0,0,0
2018-05-04 00:03:12, 2,4,4,2,4,4,807,223,24,0,0,0
2018-05-04 00:03:13, 3,4,4,3,4,4,753,211,24,0,0,0
2018-05-04 00:03:14, 3,4,4,3,4,4,753,211,24,0,0,0
2018-05-04 00:03:14, 3,4,4,3,4,4,753,211,24,0,0,0
2018-05-04 00:03:15, 3,4,4,3,4,4,669,188,26,0,0,0
2018-05-04 00:03:16, 3,4,4,3,4,4,669,188,26,0,0,0
2018-05-04 00:03:17, 3,4,4,3,4,4,669,188,26,0,0,0
2018-05-04 00:03:18, 3,4,4,3,4,4,669,186,26,1,0,0
2018-05-04 00:03:19, 3,4,4,3,4,4,669,186,26,1,0,0
2018-05-04 00:03:20, 3,4,4,3,4,4,669,186,26,1,0,0
2018-05-04 00:03:21, 3,4,4,3,4,4,681,189,28,1,0,0
2018-05-04 00:03:21, 3,4,4,3,4,4,681,189,28,1,0,0
2018-05-04 00:03:22, 3,4,4,3,4,4,681,189,28,1,0,0
2018-05-04 00:03:23, 3,5,5,3,5,5,696,201,35,2,0,0
2018-05-04 00:03:24, 3,5,5,3,5,5,696,201,35,2,0,0
2018-05-04 00:03:25, 3,5,5,3,5,5,696,201,35,2,0,0
2018-05-04 00:03:26, 3,5,5,3,5,5,660,194,33,2,0,0
2018-05-04 00:03:27, 3,5,5,3,5,5,660,194,33,2,0,0
2018-05-04 00:03:27, 3,5,5,3,5,5,660,194,33,2,0,0
2018-05-04 00:03:28, 3,4,4,3,4,4,639,191,27,2,0,0
2018-05-04 00:03:29, 3,4,4,3,4,4,639,191,27,2,0,0
2018-05-04 00:03:30, 3,4,4,3,4,4,639,191,27,2,0,0
2018-05-04 00:03:31, 3,4,4,3,4,4,639,191,25,2,0,0
2018-05-04 00:03:32, 3,4,4,3,4,4,639,191,25,2,0,0
2018-05-04 00:03:33, 3,4,4,3,4,4,639,191,25,2,0,0
2018-05-04 00:03:34, 3,5,5,3,5,5,675,205,28,3,0,0
2018-05-04 00:03:34, 3,5,5,3,5,5,675,205,28,3,0,0
2018-05-04 00:03:35, 3,5,5,3,5,5,675,205,28,3,0,0
2018-05-04 00:03:36, 3,5,5,3,5,5,648,197,28,3,0,0
2018-05-04 00:03:37, 2,4,4,2,4,4,648,197,28,3,0,0
2018-05-04 00:03:38, 2,4,4,2,4,4,648,197,28,3,0,0
2018-05-04 00:03:39, 2,4,4,2,4,4,675,205,30,3,0,0
2018-05-04 00:03:40, 3,5,5,3,5,5,675,205,30,3,0,0
2018-05-04 00:03:40, 3,5,5,3,5,5,675,205,30,3,0,0
2018-05-04 00:03:41, 3,5,5,3,5,5,672,207,30,3,0,0
2018-05-04 00:03:42, 3,5,5,3,5,5,672,207,30,3,0,0
2018-05-04 00:03:43, 3,5,5,3,5,5,672,207,30,3,0,0
2018-05-04 00:03:44, 3,4,4,3,4,4,636,195,30,2,0,0
2018-05-04 00:03:45, 3,4,4,3,4,4,636,195,30,2,0,0
2018-05-04 00:03:46, 3,4,4,3,4,4,636,195,30,2,0,0
2018-05-04 00:03:46, 3,4,4,3,4,4,645,195,30,2,0,0
2018-05-04 00:03:47, 3,4,4,3,4,4,645,195,30,2,0,0
2018-05-04 00:03:48, 3,4,4,3,4,4,645,195,30,2,0,0
2018-05-04 00:03:49, 3,4,4,3,4,4,609,181,23,1,0,0
2018-05-04 00:03:50, 3,4,4,3,4,4,609,181,23,1,0,0
2018-05-04 00:03:51, 3,4,4,3,4,4,609,181,23,1,0,0
2018-05-04 00:03:52, 3,4,4,3,4,4,612,183,23,1,0,0
2018-05-04 00:03:53, 3,4,4,3,4,4,612,183,23,1,0,0
2018-05-04 00:03:53, 3,4,4,3,4,4,612,183,23,1,0,0
2018-05-04 00:03:54, 3,4,4,3,4,4,639,185,23,1,0,0
2018-05-04 00:03:55, 3,4,4,3,4,4,639,185,23,1,0,0
2018-05-04 00:03:56, 3,4,4,3,4,4,639,185,23,1,0,0
2018-05-04 00:03:57, 3,4,4,3,4,4,648,185,21,1,0,0
2018-05-04 00:03:58, 3,4,4,3,4,4,648,185,21,1,0,0
2018-05-04 00:03:59, 3,4,4,3,4,4,648,185,21,1,0,0
2018-05-04 00:03:59, 3,4,4,3,4,4,657,185,19,0,0,0
2018-05-04 00:04:00, 3,4,4,3,4,4,657,185,19,0,0,0
2018-05-04 00:04:01, 3,4,4,3,4,4,657,185,19,0,0,0
2018-05-04 00:04:02, 3,3,3,3,3,3,636,178,18,0,0,0
2018-05-04 00:04:03, 3,3,3,3,3,3,636,178,18,0,0,0
2018-05-04 00:04:04, 3,3,3,3,3,3,636,178,18,0,0,0
2018-05-04 00:04:05, 3,3,3,3,3,3,651,180,15,0,0,0
2018-05-04 00:04:05, 3,3,3,3,3,3,651,180,15,0,0,0
2018-05-04 00:04:06, 3,3,3,3,3,3,651,180,15,0,0,0
2018-05-04 00:04:07, 3,3,3,3,3,3,672,189,13,0,0,0
2018-05-04 00:04:08, 3,3,3,3,3,3,672,189,13,0,0,0
2018-05-04 00:04:09, 3,3,3,3,3,3,672,189,13,0,0,0
2018-05-04 00:04:10, 3,4,4,3,4,4,693,196,13,0,0,0
2018-05-04 00:04:11, 3,4,4,3,4,4,693,196,13,0,0,0
2018-05-04 00:04:12, 3,4,4,3,4,4,693,196,13,0,0,0
2018-05-04 00:04:12, 3,4,4,3,4,4,684,194,13,0,0,0
2018-05-04 00:04:13, 3,4,4,3,4,4,684,194,13,0,0,0
2018-05-04 00:04:14, 3,4,4,3,4,4,684,194,13,0,0,0
2018-05-04 00:04:15, 2,3,3,2,3,3,693,194,17,0,0,0
2018-05-04 00:04:16, 2,3,3,2,3,3,693,194,17,0,0,0
2018-05-04 00:04:17, 2,3,3,2,3,3,693,194,17,0,0,0
2018-05-04 00:04:18, 2,3,3,2,3,3,714,195,19,0,0,0
2018-05-04 00:04:18, 3,4,4,3,4,4,714,195,19,0,0,0
2018-05-04 00:04:19, 3,4,4,3,4,4,714,195,19,0,0,0
2018-05-04 00:04:20, 3,4,4,3,4,4,723,200,20,0,0,0
2018-05-04 00:04:21, 3,4,4,3,4,4,723,200,20,0,0,0
2018-05-04 00:04:22, 3,4,4,3,4,4,723,200,20,0,0,0
2018-05-04 00:04:23, 3,4,4,3,4,4,729,202,25,1,0,0
2018-05-04 00:04:24, 3,4,4,3,4,4,729,202,25,1,0,0
2018-05-04 00:04:24, 3,4,4,3,4,4,729,202,25,1,0,0
2018-05-04 00:04:25, 3,4,4,3,4,4,714,200,29,1,0,0
2018-05-04 00:04:26, 3,4,4,3,4,4,714,200,29,1,0,0
2018-05-04 00:04:27, 3,4,4,3,4,4,714,200,29,1,0,0
2018-05-04 00:04:28, 3,4,4,3,4,4,726,200,32,1,0,0
2018-05-04 00:04:29, 3,4,4,3,4,4,726,200,32,1,0,0
2018-05-04 00:04:30, 3,4,4,3,4,4,726,200,32,1,0,0
2018-05-04 00:04:31, 3,4,4,3,4,4,705,191,33,1,0,0
2018-05-04 00:04:31, 3,4,4,3,4,4,705,191,33,1,0,0
2018-05-04 00:04:32, 3,4,4,3,4,4,705,191,33,1,0,0
2018-05-04 00:04:33, 3,4,4,3,4,4,687,185,32,1,0,0
2018-05-04 00:04:34, 3,4,4,3,4,4,687,185,32,1,0,0
2018-05-04 00:04:35, 3,4,4,3,4,4,687,185,32,1,0,0
2018-05-04 00:04:36, 2,3,3,2,3,3,648,173,27,1,0,0
2018-05-04 00:04:37, 2,3,3,2,3,3,648,173,27,1,0,0
2018-05-04 00:04:37, 2,3,3,2,3,3,648,173,27,1,0,0
2018-05-04 00:04:38, 2,3,3,2,3,3,612,165,27,1,0,0
2018-05-04 00:04:39, 2,3,3,2,3,3,612,165,27,1,0,0
2018-05-04 00:04:40, 2,3,3,2,3,3,612,165,27,1,0,0
2018-05-04 00:04:41, 2,4,4,2,4,4,633,168,25,1,0,0
2018-05-04 00:04:42, 2,4,4,2,4,4,633,168,25,1,0,0
2018-05-04 00:04:43, 2,4,4,2,4,4,633,168,25,1,0,0
2018-05-04 00:04:44, 2,4,4,2,4,4,618,170,25,1,0,0
2018-05-04 00:04:44, 2,4,4,2,4,4,618,170,25,1,0,0
2018-05-04 00:04:45, 2,4,4,2,4,4,618,170,25,1,0,0
2018-05-04 00:04:46, 2,4,4,2,4,4,588,159,29,1,0,0
2018-05-04 00:04:47, 2,4,4,2,4,4,588,159,29,1,0,0
2018-05-04 00:04:48, 2,4,4,2,4,4,588,159,29,1,0,0
2018-05-04 00:04:49, 2,3,3,2,3,3,567,152,23,0,0,0
2018-05-04 00:04:50, 2,3,3,2,3,3,567,152,23,0,0,0
2018-05-04 00:04:50, 2,3,3,2,3,3,567,152,23,0,0,0
2018-05-04 00:04:51, 2,3,3,2,3,3,561,147,18,0,0,0
2018-05-04 00:04:52, 2,3,3,2,3,3,561,147,18,0,0,0
2018-05-04 00:04:53, 2,3,3,2,3,3,561,147,18,0,0,0
2018-05-04 00:04:54, 2,3,3,2,3,3,540,145,15,0,0,0
2018-05-04 00:04:55, 2,3,3,2,3,3,540,145,15,0,0,0
2018-05-04 00:04:56, 2,3,3,2,3,3,540,145,15,0,0,0
2018-05-04 00:04:56, 2,3,3,2,3,3,525,145,14,0,0,0
2018-05-04 00:04:57, 2,3,3,2,3,3,525,145,14,0,0,0
2018-05-04 00:04:58, 2,3,3,2,3,3,525,145,14,0,0,0
2018-05-04 00:04:59, 2,3,3,2,3,3,546,147,19,0,0,0
2018-05-04 00:05:00, 2,3,3,2,3,3,546,147,19,0,0,0
2018-05-04 00:05:01, 2,3,3,2,3,3,546,147,19,0,0,0
2018-05-04 00:05:02, 2,3,3,2,3,3,537,145,20,0,0,0
2018-05-04 00:05:03, 2,3,3,2,3,3,537,145,20,0,0,0
2018-05-04 00:05:03, 2,3,3,2,3,3,537,145,20,0,0,0
2018-05-04 00:05:04, 2,3,3,2,3,3,567,150,18,0,0,0
2018-05-04 00:05:05, 2,3,3,2,3,3,567,150,18,0,0,0
2018-05-04 00:05:06, 2,3,3,2,3,3,567,150,18,0,0,0
2018-05-04 00:05:07, 2,3,3,2,3,3,519,142,15,0,0,0
2018-05-04 00:05:08, 2,3,3,2,3,3,519,142,15,0,0,0
2018-05-04 00:05:09, 2,3,3,2,3,3,519,142,15,0,0,0
2018-05-04 00:05:09, 2,2,2,2,2,2,504,135,13,0,0,0
2018-05-04 00:05:10, 2,2,2,2,2,2,504,135,13,0,0,0
2018-05-04 00:05:11, 2,2,2,2,2,2,504,135,13,0,0,0
2018-05-04 00:05:12, 2,2,2,2,2,2,498,137,8,0,0,0
2018-05-04 00:05:13, 2,2,2,2,2,2,498,137,8,0,0,0
2018-05-04 00:05:14, 2,2,2,2,2,2,498,137,8,0,0,0
