INDEX,RCR,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,
1,T,2018/5/4,22:7:2,2018/5/4,15:7:2,  0,SPS,45.513500,N,-122.686175,W,39,0.373,
2,T,2018/5/4,22:7:3,2018/5/4,15:7:3,  0,SPS,45.513489,N,-122.686162,W,36,0.332,
3,T,2018/5/4,22:7:4,2018/5/4,15:7:4,  0,SPS,45.513489,N,-122.686168,W,36,0.081,
4,T,2018/5/4,22:7:5,2018/5/4,15:7:5,  0,SPS,45.513477,N,-122.686175,W,38,0.085,
5,T,2018/5/4,22:7:6,2018/5/4,15:7:6,  0,SPS,45.513464,N,-122.686183,W,41,0.009,
6,T,2018/5/4,22:7:7,2018/5/4,15:7:7,  0,SPS,45.513457,N,-122.686193,W,44,0.055,
7,T,2018/5/4,22:7:8,2018/5/4,15:7:8,  0,SPS,45.513481,N,-122.686183,W,45,0.091,
8,T,2018/5/4,22:7:9,2018/5/4,15:7:9,  0,SPS,45.513489,N,-122.686169,W,42,0.021,
9,T,2018/5/4,22:7:10,2018/5/4,15:7:10,  0,SPS,45.513500,N,-122.686160,W,41,0.103,
10,T,2018/5/4,22:7:11,2018/5/4,15:7:11,  0,SPS,45.513502,N,-122.686163,W,40,0.058,
11,T,2018/5/4,22:7:12,2018/5/4,15:7:12,  0,SPS,45.513494,N,-122.686168,W,41,0.039,
12,T,2018/5/4,22:7:13,2018/5/4,15:7:13,  0,SPS,45.513486,N,-122.686177,W,43,0.081,
13,T,2018/5/4,22:7:14,2018/5/4,15:7:14,  0,SPS,45.513484,N,-122.686180,W,44,0.015,
14,T,2018/5/4,22:7:15,2018/5/4,15:7:15,  0,SPS,45.513493,N,-122.686174,W,43,0.009,
15,T,2018/5/4,22:7:16,2018/5/4,15:7:16,  0,SPS,45.513500,N,-122.686167,W,42,0.040,
16,T,2018/5/4,22:7:17,2018/5/4,15:7:17,  0,SPS,45.513504,N,-122.686157,W,41,0.019,
17,T,2018/5/4,22:7:18,2018/5/4,15:7:18,  0,SPS,45.513507,N,-122.686157,W,42,0.121,
18,T,2018/5/4,22:7:19,2018/5/4,15:7:19,  0,SPS,45.513502,N,-122.686159,W,42,0.051,
19,T,2018/5/4,22:7:20,2018/5/4,15:7:20,  0,SPS,45.513497,N,-122.686162,W,43,0.024,
20,T,2018/5/4,22:7:21,2018/5/4,15:7:21,  0,SPS,45.513498,N,-122.686164,W,44,0.009,
21,T,2018/5/4,22:7:22,2018/5/4,15:7:22,  0,SPS,45.513495,N,-122.686166,W,44,0.018,
22,T,2018/5/4,22:7:23,2018/5/4,15:7:23,  0,SPS,45.513494,N,-122.686165,W,44,0.027,
23,T,2018/5/4,22:7:24,2018/5/4,15:7:24,  0,SPS,45.513493,N,-122.686165,W,43,0.023,
24,T,2018/5/4,22:7:25,2018/5/4,15:7:25,  0,SPS,45.513489,N,-122.686169,W,44,0.039,
25,T,2018/5/4,22:7:26,2018/5/4,15:7:26,  0,SPS,45.513487,N,-122.686171,W,44,0.011,
26,T,2018/5/4,22:7:27,2018/5/4,15:7:27,  0,SPS,45.513482,N,-122.686175,W,44,0.097,
27,T,2018/5/4,22:7:28,2018/5/4,15:7:28,  0,SPS,45.513481,N,-122.686180,W,45,0.047,
28,T,2018/5/4,22:7:29,2018/5/4,15:7:29,  0,SPS,45.513480,N,-122.686185,W,46,0.034,
29,T,2018/5/4,22:7:30,2018/5/4,15:7:30,  0,SPS,45.513478,N,-122.686189,W,46,0.031,
30,T,2018/5/4,22:7:31,2018/5/4,15:7:31,  0,SPS,45.513476,N,-122.686190,W,45,0.070,
31,T,2018/5/4,22:7:32,2018/5/4,15:7:32,  0,SPS,45.513476,N,-122.686188,W,45,0.038,
32,T,2018/5/4,22:7:33,2018/5/4,15:7:33,  0,SPS,45.513476,N,-122.686188,W,45,0.055,
33,T,2018/5/4,22:7:34,2018/5/4,15:7:34,  0,SPS,45.513472,N,-122.686192,W,45,0.039,
34,T,2018/5/4,22:7:35,2018/5/4,15:7:35,  0,SPS,45.513469,N,-122.686197,W,46,0.047,
35,T,2018/5/4,22:7:36,2018/5/4,15:7:36,  0,SPS,45.513469,N,-122.686197,W,46,0.033,
36,T,2018/5/4,22:7:37,2018/5/4,15:7:37,  0,SPS,45.513469,N,-122.686197,W,46,0.065,
37,T,2018/5/4,22:7:38,2018/5/4,15:7:38,  0,SPS,45.513469,N,-122.686197,W,46,0.078,
38,T,2018/5/4,22:7:39,2018/5/4,15:7:39,  0,SPS,45.513469,N,-122.686197,W,46,0.030,
39,T,2018/5/4,22:7:40,2018/5/4,15:7:40,  0,SPS,45.513469,N,-122.686197,W,46,0.043,
40,T,2018/5/4,22:7:41,2018/5/4,15:7:41,  0,SPS,45.513469,N,-122.686197,W,46,0.067,
41,T,2018/5/4,22:7:42,2018/5/4,15:7:42,  0,SPS,45.513469,N,-122.686196,W,46,0.024,
42,T,2018/5/4,22:7:43,2018/5/4,15:7:43,  0,SPS,45.513469,N,-122.686197,W,46,0.047,
43,T,2018/5/4,22:7:44,2018/5/4,15:7:44,  0,SPS,45.513469,N,-122.686197,W,46,0.019,
44,T,2018/5/4,22:7:45,2018/5/4,15:7:45,  0,SPS,45.513469,N,-122.686196,W,46,0.053,
45,T,2018/5/4,22:7:46,2018/5/4,15:7:46,  0,SPS,45.513469,N,-122.686196,W,46,0.014,
46,T,2018/5/4,22:7:47,2018/5/4,15:7:47,  0,SPS,45.513469,N,-122.686197,W,46,0.032,
47,T,2018/5/4,22:7:48,2018/5/4,15:7:48,  0,SPS,45.513469,N,-122.686196,W,46,0.072,
48,T,2018/5/4,22:7:49,2018/5/4,15:7:49,  0,SPS,45.513469,N,-122.686196,W,46,0.063,
49,T,2018/5/4,22:7:50,2018/5/4,15:7:50,  0,SPS,45.513469,N,-122.686196,W,46,0.028,
50,T,2018/5/4,22:7:51,2018/5/4,15:7:51,  0,SPS,45.513469,N,-122.686196,W,46,0.064,
51,T,2018/5/4,22:7:52,2018/5/4,15:7:52,  0,SPS,45.513469,N,-122.686196,W,46,0.021,
52,T,2018/5/4,22:7:53,2018/5/4,15:7:53,  0,SPS,45.513469,N,-122.686196,W,46,0.080,
53,T,2018/5/4,22:7:54,2018/5/4,15:7:54,  0,SPS,45.513469,N,-122.686196,W,46,0.027,
54,T,2018/5/4,22:7:55,2018/5/4,15:7:55,  0,SPS,45.513469,N,-122.686196,W,46,0.049,
55,T,2018/5/4,22:7:56,2018/5/4,15:7:56,  0,SPS,45.513469,N,-122.686196,W,46,0.036,
56,T,2018/5/4,22:7:57,2018/5/4,15:7:57,  0,SPS,45.513469,N,-122.686196,W,46,0.027,
57,T,2018/5/4,22:7:58,2018/5/4,15:7:58,  0,SPS,45.513469,N,-122.686196,W,46,0.035,
58,T,2018/5/4,22:7:59,2018/5/4,15:7:59,  0,SPS,45.513469,N,-122.686196,W,46,0.034,
59,T,2018/5/4,22:8:0,2018/5/4,15:8:0,  0,SPS,45.513469,N,-122.686196,W,46,0.020,
60,T,2018/5/4,22:8:1,2018/5/4,15:8:1,  0,SPS,45.513469,N,-122.686196,W,46,0.021,
61,T,2018/5/4,22:8:2,2018/5/4,15:8:2,  0,SPS,45.513469,N,-122.686196,W,46,0.035,
62,T,2018/5/4,22:8:3,2018/5/4,15:8:3,  0,SPS,45.513469,N,-122.686196,W,46,0.055,
63,T,2018/5/4,22:8:4,2018/5/4,15:8:4,  0,SPS,45.513469,N,-122.686196,W,46,0.041,
64,T,2018/5/4,22:8:5,2018/5/4,15:8:5,  0,SPS,45.513469,N,-122.686196,W,46,0.018,
65,T,2018/5/4,22:8:6,2018/5/4,15:8:6,  0,SPS,45.513469,N,-122.686196,W,46,0.026,
66,T,2018/5/4,22:8:7,2018/5/4,15:8:7,  0,SPS,45.513469,N,-122.686197,W,46,0.130,
67,T,2018/5/4,22:8:8,2018/5/4,15:8:8,  0,SPS,45.513469,N,-122.686197,W,46,0.183,
68,T,2018/5/4,22:8:9,2018/5/4,15:8:9,  0,SPS,45.513469,N,-122.686196,W,46,0.093,
69,T,2018/5/4,22:8:10,2018/5/4,15:8:10,  0,SPS,45.513469,N,-122.686196,W,46,0.029,
70,T,2018/5/4,22:8:11,2018/5/4,15:8:11,  0,SPS,45.513469,N,-122.686196,W,46,0.023,
71,T,2018/5/4,22:8:12,2018/5/4,15:8:12,  0,SPS,45.513469,N,-122.686196,W,46,0.007,
72,T,2018/5/4,22:8:13,2018/5/4,15:8:13,  0,SPS,45.513469,N,-122.686196,W,46,0.019,
73,T,2018/5/4,22:8:14,2018/5/4,15:8:14,  0,SPS,45.513469,N,-122.686196,W,46,0.014,
74,T,2018/5/4,22:8:15,2018/5/4,15:8:15,  0,SPS,45.513469,N,-122.686196,W,46,0.032,
75,T,2018/5/4,22:8:16,2018/5/4,15:8:16,  0,SPS,45.513469,N,-122.686196,W,46,0.012,
76,T,2018/5/4,22:8:17,2018/5/4,15:8:17,  0,SPS,45.513469,N,-122.686196,W,46,0.004,
77,T,2018/5/4,22:8:18,2018/5/4,15:8:18,  0,SPS,45.513469,N,-122.686196,W,46,0.011,
78,T,2018/5/4,22:8:19,2018/5/4,15:8:19,  0,SPS,45.513469,N,-122.686196,W,46,0.048,
79,T,2018/5/4,22:8:20,2018/5/4,15:8:20,  0,SPS,45.513469,N,-122.686196,W,46,0.052,
80,T,2018/5/4,22:8:21,2018/5/4,15:8:21,  0,SPS,45.513469,N,-122.686196,W,46,0.021,
81,T,2018/5/4,22:8:22,2018/5/4,15:8:22,  0,SPS,45.513468,N,-122.686196,W,46,0.005,
82,T,2018/5/4,22:8:23,2018/5/4,15:8:23,  0,SPS,45.513468,N,-122.686196,W,46,0.015,
83,T,2018/5/4,22:8:24,2018/5/4,15:8:24,  0,SPS,45.513468,N,-122.686196,W,46,0.036,
84,T,2018/5/4,22:8:25,2018/5/4,15:8:25,  0,SPS,45.513468,N,-122.686196,W,46,0.035,
85,T,2018/5/4,22:8:26,2018/5/4,15:8:26,  0,SPS,45.513468,N,-122.686196,W,46,0.037,
86,T,2018/5/4,22:8:27,2018/5/4,15:8:27,  0,SPS,45.513468,N,-122.686196,W,46,0.027,
87,T,2018/5/4,22:8:28,2018/5/4,15:8:28,  0,SPS,45.513468,N,-122.686196,W,46,0.043,
88,T,2018/5/4,22:8:29,2018/5/4,15:8:29,  0,SPS,45.513468,N,-122.686196,W,46,0.022,
89,T,2018/5/4,22:8:30,2018/5/4,15:8:30,  0,SPS,45.513468,N,-122.686196,W,46,0.036,
90,T,2018/5/4,22:8:31,2018/5/4,15:8:31,  0,SPS,45.513468,N,-122.686196,W,46,0.040,
91,T,2018/5/4,22:8:32,2018/5/4,15:8:32,  0,SPS,45.513468,N,-122.686196,W,46,0.005,
92,T,2018/5/4,22:8:33,2018/5/4,15:8:33,  0,SPS,45.513468,N,-122.686196,W,46,0.037,
93,T,2018/5/4,22:8:34,2018/5/4,15:8:34,  0,SPS,45.513468,N,-122.686196,W,46,0.021,
94,T,2018/5/4,22:8:35,2018/5/4,15:8:35,  0,SPS,45.513468,N,-122.686196,W,46,0.057,
95,T,2018/5/4,22:8:36,2018/5/4,15:8:36,  0,SPS,45.513468,N,-122.686196,W,46,0.045,
96,T,2018/5/4,22:8:37,2018/5/4,15:8:37,  0,SPS,45.513468,N,-122.686197,W,46,0.040,
97,T,2018/5/4,22:8:38,2018/5/4,15:8:38,  0,SPS,45.513468,N,-122.686197,W,46,0.027,
98,T,2018/5/4,22:8:39,2018/5/4,15:8:39,  0,SPS,45.513468,N,-122.686197,W,46,0.012,
99,T,2018/5/4,22:8:40,2018/5/4,15:8:40,  0,SPS,45.513468,N,-122.686197,W,46,0.025,
100,T,2018/5/4,22:8:41,2018/5/4,15:8:41,  0,SPS,45.513468,N,-122.686197,W,46,0.028,
101,T,2018/5/4,22:8:42,2018/5/4,15:8:42,  0,SPS,45.513467,N,-122.686197,W,46,0.022,
102,T,2018/5/4,22:8:43,2018/5/4,15:8:43,  0,SPS,45.513467,N,-122.686197,W,46,0.014,
103,T,2018/5/4,22:8:44,2018/5/4,15:8:44,  0,SPS,45.513467,N,-122.686197,W,46,0.023,
104,T,2018/5/4,22:8:45,2018/5/4,15:8:45,  0,SPS,45.513467,N,-122.686197,W,46,0.023,
105,T,2018/5/4,22:8:46,2018/5/4,15:8:46,  0,SPS,45.513467,N,-122.686197,W,46,0.014,
106,T,2018/5/4,22:8:47,2018/5/4,15:8:47,  0,SPS,45.513467,N,-122.686197,W,46,0.047,
107,T,2018/5/4,22:8:48,2018/5/4,15:8:48,  0,SPS,45.513467,N,-122.686197,W,46,0.065,
108,T,2018/5/4,22:8:49,2018/5/4,15:8:49,  0,SPS,45.513467,N,-122.686197,W,46,0.027,
109,T,2018/5/4,22:8:50,2018/5/4,15:8:50,  0,DGPS,45.513465,N,-122.686196,W,46,0.035,
110,T,2018/5/4,22:8:51,2018/5/4,15:8:51,  0,DGPS,45.513462,N,-122.686196,W,46,0.044,
111,T,2018/5/4,22:8:52,2018/5/4,15:8:52,  0,DGPS,45.513458,N,-122.686197,W,46,0.019,
112,T,2018/5/4,22:8:53,2018/5/4,15:8:53,  0,DGPS,45.513454,N,-122.686198,W,46,0.046,
113,T,2018/5/4,22:8:54,2018/5/4,15:8:54,  0,DGPS,45.513448,N,-122.686199,W,47,0.059,
114,T,2018/5/4,22:8:55,2018/5/4,15:8:55,  0,DGPS,45.513445,N,-122.686199,W,47,0.060,
115,T,2018/5/4,22:8:56,2018/5/4,15:8:56,  0,DGPS,45.513441,N,-122.686200,W,47,0.033,
116,T,2018/5/4,22:8:57,2018/5/4,15:8:57,  0,DGPS,45.513438,N,-122.686202,W,47,0.031,
117,T,2018/5/4,22:8:58,2018/5/4,15:8:58,  0,DGPS,45.513433,N,-122.686205,W,48,0.052,
118,T,2018/5/4,22:8:59,2018/5/4,15:8:59,  0,DGPS,45.513430,N,-122.686204,W,48,0.058,
119,T,2018/5/4,22:9:0,2018/5/4,15:9:0,  0,DGPS,45.513425,N,-122.686206,W,48,0.141,
120,T,2018/5/4,22:26:36,2018/5/4,15:26:36,  0,SPS,45.514210,N,-122.686786,W,138,0.901,
121,T,2018/5/4,22:26:37,2018/5/4,15:26:37,  0,SPS,45.514282,N,-122.686792,W,125,1.191,
122,T,2018/5/4,22:26:38,2018/5/4,15:26:38,  0,SPS,45.514329,N,-122.686789,W,120,0.788,
123,T,2018/5/4,22:26:39,2018/5/4,15:26:39,  0,SPS,45.514367,N,-122.686770,W,116,0.707,
124,T,2018/5/4,22:26:40,2018/5/4,15:26:40,  0,SPS,45.514397,N,-122.686756,W,112,0.108,
125,T,2018/5/4,22:26:41,2018/5/4,15:26:41,  0,SPS,45.514397,N,-122.686756,W,112,0.104,
126,T,2018/5/4,22:26:42,2018/5/4,15:26:42,  0,SPS,45.514398,N,-122.686755,W,112,0.086,
127,T,2018/5/4,22:26:43,2018/5/4,15:26:43,  0,SPS,45.514460,N,-122.686752,W,112,0.076,
128,T,2018/5/4,22:26:44,2018/5/4,15:26:44,  0,SPS,45.514482,N,-122.686749,W,112,0.084,
129,T,2018/5/4,22:26:45,2018/5/4,15:26:45,  0,SPS,45.514512,N,-122.686744,W,112,0.017,
130,T,2018/5/4,22:26:46,2018/5/4,15:26:46,  0,SPS,45.514520,N,-122.686735,W,113,0.166,
131,T,2018/5/4,22:26:47,2018/5/4,15:26:47,  0,SPS,45.514540,N,-122.686742,W,112,0.298,
132,T,2018/5/4,22:26:48,2018/5/4,15:26:48,  0,SPS,45.514551,N,-122.686744,W,112,0.226,
133,T,2018/5/4,22:26:49,2018/5/4,15:26:49,  0,SPS,45.514569,N,-122.686738,W,113,0.195,
134,T,2018/5/4,22:26:50,2018/5/4,15:26:50,  0,SPS,45.514574,N,-122.686734,W,113,0.129,
135,T,2018/5/4,22:26:51,2018/5/4,15:26:51,  0,SPS,45.514572,N,-122.686730,W,113,0.109,
136,T,2018/5/4,22:26:52,2018/5/4,15:26:52,  0,SPS,45.514570,N,-122.686719,W,112,0.109,
137,T,2018/5/4,22:26:53,2018/5/4,15:26:53,  0,SPS,45.514566,N,-122.686708,W,112,0.145,
138,T,2018/5/4,22:26:54,2018/5/4,15:26:54,  0,SPS,45.514571,N,-122.686703,W,111,0.252,
139,T,2018/5/4,22:26:55,2018/5/4,15:26:55,  0,SPS,45.514581,N,-122.686698,W,110,0.227,
140,T,2018/5/4,22:26:56,2018/5/4,15:26:56,  0,SPS,45.514582,N,-122.686692,W,109,0.249,
141,T,2018/5/4,22:26:57,2018/5/4,15:26:57,  0,SPS,45.514583,N,-122.686688,W,108,0.204,
142,T,2018/5/4,22:26:58,2018/5/4,15:26:58,  0,SPS,45.514580,N,-122.686685,W,108,0.166,
143,T,2018/5/4,22:26:59,2018/5/4,15:26:59,  0,SPS,45.514577,N,-122.686684,W,108,0.286,
144,T,2018/5/4,22:27:0,2018/5/4,15:27:0,  0,SPS,45.514570,N,-122.686680,W,107,0.214,
145,T,2018/5/4,22:27:1,2018/5/4,15:27:1,  0,SPS,45.514564,N,-122.686678,W,107,0.224,
146,T,2018/5/4,22:27:2,2018/5/4,15:27:2,  0,SPS,45.514559,N,-122.686676,W,107,0.155,
147,T,2018/5/4,22:27:3,2018/5/4,15:27:3,  0,SPS,45.514554,N,-122.686674,W,107,0.249,
148,T,2018/5/4,22:27:4,2018/5/4,15:27:4,  0,SPS,45.514552,N,-122.686674,W,107,0.359,
149,T,2018/5/4,22:27:5,2018/5/4,15:27:5,  0,SPS,45.514553,N,-122.686679,W,105,0.060,
150,T,2018/5/4,22:27:6,2018/5/4,15:27:6,  0,SPS,45.514546,N,-122.686680,W,103,0.098,
151,T,2018/5/4,22:27:7,2018/5/4,15:27:7,  0,SPS,45.514543,N,-122.686681,W,102,0.030,
152,T,2018/5/4,22:27:8,2018/5/4,15:27:8,  0,DGPS,45.514538,N,-122.686680,W,101,0.158,
153,T,2018/5/4,22:27:9,2018/5/4,15:27:9,  0,DGPS,45.514536,N,-122.686680,W,101,0.210,
154,T,2018/5/4,22:27:10,2018/5/4,15:27:10,  0,DGPS,45.514538,N,-122.686683,W,100,0.044,
155,T,2018/5/4,22:27:11,2018/5/4,15:27:11,  0,DGPS,45.514541,N,-122.686686,W,99,0.172,
156,T,2018/5/4,22:27:12,2018/5/4,15:27:12,  0,DGPS,45.514542,N,-122.686688,W,99,0.143,
157,T,2018/5/4,22:27:13,2018/5/4,15:27:13,  0,DGPS,45.514543,N,-122.686690,W,99,0.147,
158,T,2018/5/4,22:27:14,2018/5/4,15:27:14,  0,DGPS,45.514544,N,-122.686690,W,99,0.028,
159,T,2018/5/4,22:27:15,2018/5/4,15:27:15,  0,DGPS,45.514545,N,-122.686693,W,98,0.026,
160,T,2018/5/4,22:27:16,2018/5/4,15:27:16,  0,DGPS,45.514548,N,-122.686698,W,98,0.166,
161,T,2018/5/4,22:27:17,2018/5/4,15:27:17,  0,DGPS,45.514552,N,-122.686702,W,98,0.177,
162,T,2018/5/4,22:27:18,2018/5/4,15:27:18,  0,DGPS,45.514555,N,-122.686705,W,98,0.334,
163,T,2018/5/4,22:27:19,2018/5/4,15:27:19,  0,DGPS,45.514552,N,-122.686707,W,98,0.420,
164,T,2018/5/4,22:27:20,2018/5/4,15:27:20,  0,DGPS,45.514550,N,-122.686707,W,99,0.334,
165,T,2018/5/4,22:27:21,2018/5/4,15:27:21,  0,DGPS,45.514549,N,-122.686708,W,99,0.097,
166,T,2018/5/4,22:27:22,2018/5/4,15:27:22,  0,DGPS,45.514549,N,-122.686707,W,99,0.094,
167,T,2018/5/4,22:27:23,2018/5/4,15:27:23,  0,DGPS,45.514550,N,-122.686708,W,99,0.127,
168,T,2018/5/4,22:27:24,2018/5/4,15:27:24,  0,DGPS,45.514546,N,-122.686705,W,99,0.026,
169,T,2018/5/4,22:27:25,2018/5/4,15:27:25,  0,DGPS,45.514540,N,-122.686702,W,99,0.056,
170,T,2018/5/4,22:27:26,2018/5/4,15:27:26,  0,DGPS,45.514536,N,-122.686699,W,98,0.064,
171,T,2018/5/4,22:27:27,2018/5/4,15:27:27,  0,DGPS,45.514535,N,-122.686698,W,98,0.041,
172,T,2018/5/4,22:27:28,2018/5/4,15:27:28,  0,DGPS,45.514528,N,-122.686699,W,98,0.154,
173,T,2018/5/4,22:27:29,2018/5/4,15:27:29,  0,DGPS,45.514516,N,-122.686699,W,98,0.215,
174,T,2018/5/4,22:27:30,2018/5/4,15:27:30,  0,DGPS,45.514505,N,-122.686700,W,98,0.223,
175,T,2018/5/4,22:27:31,2018/5/4,15:27:31,  0,DGPS,45.514498,N,-122.686701,W,98,0.114,
176,T,2018/5/4,22:27:32,2018/5/4,15:27:32,  0,DGPS,45.514491,N,-122.686701,W,98,0.134,
177,T,2018/5/4,22:27:33,2018/5/4,15:27:33,  0,DGPS,45.514480,N,-122.686700,W,98,0.210,
178,T,2018/5/4,22:27:34,2018/5/4,15:27:34,  0,DGPS,45.514472,N,-122.686699,W,98,0.102,
179,T,2018/5/4,22:27:35,2018/5/4,15:27:35,  0,DGPS,45.514466,N,-122.686699,W,98,0.058,
180,T,2018/5/4,22:27:36,2018/5/4,15:27:36,  0,DGPS,45.514458,N,-122.686700,W,98,0.067,
181,T,2018/5/4,22:27:37,2018/5/4,15:27:37,  0,DGPS,45.514455,N,-122.686702,W,98,0.029,
182,T,2018/5/4,22:27:38,2018/5/4,15:27:38,  0,DGPS,45.514453,N,-122.686704,W,98,0.028,
183,T,2018/5/4,22:27:39,2018/5/4,15:27:39,  0,DGPS,45.514454,N,-122.686707,W,98,0.087,
184,T,2018/5/4,22:27:40,2018/5/4,15:27:40,  0,DGPS,45.514452,N,-122.686709,W,98,0.018,
185,T,2018/5/4,22:27:41,2018/5/4,15:27:41,  0,DGPS,45.514451,N,-122.686712,W,99,0.027,
186,T,2018/5/4,22:27:42,2018/5/4,15:27:42,  0,DGPS,45.514451,N,-122.686715,W,99,0.022,
187,T,2018/5/4,22:27:43,2018/5/4,15:27:43,  0,DGPS,45.514451,N,-122.686718,W,99,0.017,
188,T,2018/5/4,22:27:44,2018/5/4,15:27:44,  0,DGPS,45.514450,N,-122.686721,W,99,0.012,
189,T,2018/5/4,22:27:45,2018/5/4,15:27:45,  0,DGPS,45.514450,N,-122.686723,W,99,0.014,
190,T,2018/5/4,22:27:46,2018/5/4,15:27:46,  0,DGPS,45.514450,N,-122.686725,W,99,0.013,
191,T,2018/5/4,22:27:47,2018/5/4,15:27:47,  0,DGPS,45.514448,N,-122.686725,W,99,0.020,
192,T,2018/5/4,22:27:48,2018/5/4,15:27:48,  0,DGPS,45.514451,N,-122.686728,W,98,0.052,
193,T,2018/5/4,22:27:49,2018/5/4,15:27:49,  0,DGPS,45.514457,N,-122.686735,W,98,0.062,
194,T,2018/5/4,22:27:50,2018/5/4,15:27:50,  0,DGPS,45.514458,N,-122.686739,W,98,0.032,
195,T,2018/5/4,22:27:51,2018/5/4,15:27:51,  0,DGPS,45.514458,N,-122.686739,W,98,0.039,
196,T,2018/5/4,22:27:52,2018/5/4,15:27:52,  0,DGPS,45.514458,N,-122.686739,W,98,0.022,
197,T,2018/5/4,22:27:53,2018/5/4,15:27:53,  0,DGPS,45.514458,N,-122.686739,W,98,0.019,
198,T,2018/5/4,22:27:54,2018/5/4,15:27:54,  0,DGPS,45.514458,N,-122.686739,W,98,0.009,
199,T,2018/5/4,22:27:55,2018/5/4,15:27:55,  0,DGPS,45.514458,N,-122.686739,W,98,0.021,
200,T,2018/5/4,22:27:56,2018/5/4,15:27:56,  0,DGPS,45.514458,N,-122.686739,W,98,0.027,
201,T,2018/5/4,22:27:57,2018/5/4,15:27:57,  0,DGPS,45.514458,N,-122.686739,W,98,0.027,
202,T,2018/5/4,22:27:58,2018/5/4,15:27:58,  0,DGPS,45.514458,N,-122.686739,W,98,0.024,
203,T,2018/5/4,22:27:59,2018/5/4,15:27:59,  0,DGPS,45.514458,N,-122.686739,W,98,0.024,
204,T,2018/5/4,22:28:0,2018/5/4,15:28:0,  0,DGPS,45.514458,N,-122.686739,W,98,0.021,
205,T,2018/5/4,22:28:1,2018/5/4,15:28:1,  0,DGPS,45.514458,N,-122.686739,W,98,0.025,
206,T,2018/5/4,22:28:2,2018/5/4,15:28:2,  0,DGPS,45.514458,N,-122.686739,W,98,0.010,
207,T,2018/5/4,22:28:3,2018/5/4,15:28:3,  0,DGPS,45.514458,N,-122.686739,W,98,0.036,
208,T,2018/5/4,22:28:4,2018/5/4,15:28:4,  0,DGPS,45.514458,N,-122.686739,W,98,0.005,
209,T,2018/5/4,22:28:5,2018/5/4,15:28:5,  0,DGPS,45.514458,N,-122.686740,W,98,0.021,
210,T,2018/5/4,22:28:6,2018/5/4,15:28:6,  0,DGPS,45.514458,N,-122.686740,W,98,0.017,
211,T,2018/5/4,22:28:7,2018/5/4,15:28:7,  0,DGPS,45.514458,N,-122.686740,W,98,0.024,
212,T,2018/5/4,22:28:8,2018/5/4,15:28:8,  0,DGPS,45.514458,N,-122.686740,W,98,0.009,
213,T,2018/5/4,22:28:9,2018/5/4,15:28:9,  0,DGPS,45.514458,N,-122.686740,W,98,0.012,
214,T,2018/5/4,22:28:10,2018/5/4,15:28:10,  0,DGPS,45.514458,N,-122.686740,W,98,0.142,
215,T,2018/5/4,22:28:11,2018/5/4,15:28:11,  0,DGPS,45.514459,N,-122.686740,W,98,0.088,
216,T,2018/5/4,22:28:12,2018/5/4,15:28:12,  0,DGPS,45.514459,N,-122.686740,W,98,0.025,
217,T,2018/5/4,22:28:13,2018/5/4,15:28:13,  0,DGPS,45.514459,N,-122.686740,W,98,0.054,
218,T,2018/5/4,22:28:14,2018/5/4,15:28:14,  0,DGPS,45.514459,N,-122.686740,W,98,0.045,
219,T,2018/5/4,22:28:15,2018/5/4,15:28:15,  0,DGPS,45.514459,N,-122.686740,W,98,0.026,
220,T,2018/5/4,22:28:16,2018/5/4,15:28:16,  0,DGPS,45.514459,N,-122.686740,W,98,0.021,
221,T,2018/5/4,22:28:17,2018/5/4,15:28:17,  0,DGPS,45.514459,N,-122.686740,W,98,0.031,
222,T,2018/5/4,22:28:18,2018/5/4,15:28:18,  0,DGPS,45.514459,N,-122.686741,W,98,0.038,
223,T,2018/5/4,22:28:19,2018/5/4,15:28:19,  0,DGPS,45.514459,N,-122.686741,W,98,0.072,
224,T,2018/5/4,22:28:20,2018/5/4,15:28:20,  0,DGPS,45.514459,N,-122.686741,W,98,0.055,
225,T,2018/5/4,22:28:21,2018/5/4,15:28:21,  0,DGPS,45.514459,N,-122.686741,W,98,0.011,
226,T,2018/5/4,22:28:22,2018/5/4,15:28:22,  0,DGPS,45.514459,N,-122.686741,W,98,0.035,
227,T,2018/5/4,22:28:23,2018/5/4,15:28:23,  0,DGPS,45.514459,N,-122.686741,W,98,0.034,
228,T,2018/5/4,22:28:24,2018/5/4,15:28:24,  0,DGPS,45.514459,N,-122.686741,W,98,0.049,
229,T,2018/5/4,22:28:25,2018/5/4,15:28:25,  0,DGPS,45.514459,N,-122.686741,W,98,0.021,
230,T,2018/5/4,22:28:26,2018/5/4,15:28:26,  0,DGPS,45.514459,N,-122.686741,W,98,0.005,
231,T,2018/5/4,22:28:27,2018/5/4,15:28:27,  0,DGPS,45.514459,N,-122.686741,W,98,0.010,
232,T,2018/5/4,22:28:28,2018/5/4,15:28:28,  0,DGPS,45.514459,N,-122.686741,W,98,0.038,
233,T,2018/5/4,22:28:29,2018/5/4,15:28:29,  0,DGPS,45.514459,N,-122.686741,W,98,0.044,
234,T,2018/5/4,22:28:30,2018/5/4,15:28:30,  0,DGPS,45.514459,N,-122.686741,W,98,0.038,
