INDEX,RCR,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,
740,T,2018/5/4,22:36:56,2018/5/4,15:36:56,  0,DGPS,45.514324,N,-122.686726,W,94,0.037,
741,T,2018/5/4,22:36:57,2018/5/4,15:36:57,  0,DGPS,45.514324,N,-122.686726,W,94,0.058,
742,T,2018/5/4,22:36:58,2018/5/4,15:36:58,  0,DGPS,45.514324,N,-122.686726,W,94,0.041,
743,T,2018/5/4,22:36:59,2018/5/4,15:36:59,  0,DGPS,45.514324,N,-122.686725,W,94,0.036,
744,T,2018/5/4,22:37:0,2018/5/4,15:37:0,  0,DGPS,45.514324,N,-122.686725,W,94,0.050,
745,T,2018/5/4,22:37:1,2018/5/4,15:37:1,  0,DGPS,45.514324,N,-122.686725,W,94,0.029,
746,T,2018/5/4,22:37:2,2018/5/4,15:37:2,  0,DGPS,45.514324,N,-122.686726,W,94,0.047,
747,T,2018/5/4,22:37:3,2018/5/4,15:37:3,  0,DGPS,45.514324,N,-122.686726,W,94,0.034,
748,T,2018/5/4,22:37:4,2018/5/4,15:37:4,  0,DGPS,45.514324,N,-122.686726,W,94,0.020,
749,T,2018/5/4,22:37:5,2018/5/4,15:37:5,  0,DGPS,45.514324,N,-122.686726,W,94,0.029,
750,T,2018/5/4,22:37:6,2018/5/4,15:37:6,  0,DGPS,45.514322,N,-122.686725,W,94,0.028,
751,T,2018/5/4,22:37:7,2018/5/4,15:37:7,  0,DGPS,45.514319,N,-122.686725,W,94,0.029,
752,T,2018/5/4,22:37:8,2018/5/4,15:37:8,  0,DGPS,45.514319,N,-122.686725,W,94,0.042,
753,T,2018/5/4,22:37:9,2018/5/4,15:37:9,  0,DGPS,45.514319,N,-122.686725,W,94,0.031,
754,T,2018/5/4,22:37:10,2018/5/4,15:37:10,  0,DGPS,45.514317,N,-122.686725,W,94,0.035,
755,T,2018/5/4,22:37:11,2018/5/4,15:37:11,  0,DGPS,45.514316,N,-122.686726,W,94,0.035,
756,T,2018/5/4,22:37:12,2018/5/4,15:37:12,  0,DGPS,45.514314,N,-122.686726,W,94,0.031,
757,T,2018/5/4,22:37:13,2018/5/4,15:37:13,  0,DGPS,45.514314,N,-122.686726,W,94,0.036,
758,T,2018/5/4,22:37:14,2018/5/4,15:37:14,  0,DGPS,45.514313,N,-122.686725,W,94,0.038,
759,T,2018/5/4,22:37:15,2018/5/4,15:37:15,  0,DGPS,45.514313,N,-122.686725,W,94,0.015,
760,T,2018/5/4,22:37:16,2018/5/4,15:37:16,  0,DGPS,45.514312,N,-122.686725,W,94,0.041,
761,T,2018/5/4,22:37:17,2018/5/4,15:37:17,  0,DGPS,45.514312,N,-122.686725,W,94,0.048,
762,T,2018/5/4,22:37:18,2018/5/4,15:37:18,  0,DGPS,45.514311,N,-122.686725,W,94,0.046,
763,T,2018/5/4,22:37:19,2018/5/4,15:37:19,  0,DGPS,45.514311,N,-122.686725,W,94,0.041,
764,T,2018/5/4,22:37:20,2018/5/4,15:37:20,  0,DGPS,45.514311,N,-122.686724,W,94,0.039,
765,T,2018/5/4,22:37:21,2018/5/4,15:37:21,  0,DGPS,45.514311,N,-122.686724,W,94,0.031,
766,T,2018/5/4,22:37:22,2018/5/4,15:37:22,  0,DGPS,45.514310,N,-122.686724,W,94,0.027,
767,T,2018/5/4,22:37:23,2018/5/4,15:37:23,  0,DGPS,45.514310,N,-122.686724,W,94,0.021,
768,T,2018/5/4,22:37:24,2018/5/4,15:37:24,  0,DGPS,45.514310,N,-122.686724,W,94,0.031,
769,T,2018/5/4,22:37:25,2018/5/4,15:37:25,  0,DGPS,45.514309,N,-122.686723,W,94,0.024,
770,T,2018/5/4,22:37:26,2018/5/4,15:37:26,  0,DGPS,45.514309,N,-122.686723,W,94,0.026,
771,T,2018/5/4,22:37:27,2018/5/4,15:37:27,  0,DGPS,45.514309,N,-122.686723,W,94,0.020,
772,T,2018/5/4,22:37:28,2018/5/4,15:37:28,  0,DGPS,45.514309,N,-122.686723,W,94,0.045,
773,T,2018/5/4,22:37:29,2018/5/4,15:37:29,  0,DGPS,45.514309,N,-122.686723,W,94,0.034,
774,T,2018/5/4,22:37:30,2018/5/4,15:37:30,  0,DGPS,45.514308,N,-122.686723,W,94,0.042,
775,T,2018/5/4,22:37:31,2018/5/4,15:37:31,  0,DGPS,45.514308,N,-122.686723,W,94,0.039,
776,T,2018/5/4,22:37:32,2018/5/4,15:37:32,  0,DGPS,45.514308,N,-122.686723,W,94,0.042,
777,T,2018/5/4,22:37:33,2018/5/4,15:37:33,  0,DGPS,45.514308,N,-122.686723,W,94,0.024,
778,T,2018/5/4,22:37:34,2018/5/4,15:37:34,  0,DGPS,45.514308,N,-122.686723,W,94,0.037,
779,T,2018/5/4,22:37:35,2018/5/4,15:37:35,  0,DGPS,45.514308,N,-122.686723,W,94,0.040,
780,T,2018/5/4,22:37:36,2018/5/4,15:37:36,  0,DGPS,45.514308,N,-122.686723,W,94,0.045,
781,T,2018/5/4,22:37:37,2018/5/4,15:37:37,  0,DGPS,45.514308,N,-122.686723,W,94,0.043,
782,T,2018/5/4,22:37:38,2018/5/4,15:37:38,  0,DGPS,45.514308,N,-122.686723,W,94,0.035,
783,T,2018/5/4,22:37:39,2018/5/4,15:37:39,  0,DGPS,45.514308,N,-122.686723,W,94,0.009,
784,T,2018/5/4,22:37:40,2018/5/4,15:37:40,  0,DGPS,45.514308,N,-122.686723,W,94,0.061,
785,T,2018/5/4,22:37:41,2018/5/4,15:37:41,  0,DGPS,45.514308,N,-122.686723,W,94,0.059,
786,T,2018/5/4,22:37:42,2018/5/4,15:37:42,  0,DGPS,45.514307,N,-122.686723,W,93,0.060,
787,T,2018/5/4,22:37:43,2018/5/4,15:37:43,  0,DGPS,45.514307,N,-122.686723,W,93,0.059,
788,T,2018/5/4,22:37:44,2018/5/4,15:37:44,  0,DGPS,45.514306,N,-122.686722,W,93,0.061,
789,T,2018/5/4,22:37:45,2018/5/4,15:37:45,  0,DGPS,45.514306,N,-122.686722,W,93,0.028,
790,T,2018/5/4,22:37:46,2018/5/4,15:37:46,  0,DGPS,45.514306,N,-122.686722,W,93,0.052,
791,T,2018/5/4,22:37:47,2018/5/4,15:37:47,  0,DGPS,45.514306,N,-122.686722,W,93,0.048,
792,T,2018/5/4,22:37:48,2018/5/4,15:37:48,  0,DGPS,45.514305,N,-122.686722,W,93,0.051,
793,T,2018/5/4,22:37:49,2018/5/4,15:37:49,  0,DGPS,45.514304,N,-122.686722,W,93,0.043,
794,T,2018/5/4,22:37:50,2018/5/4,15:37:50,  0,DGPS,45.514304,N,-122.686721,W,93,0.051,
795,T,2018/5/4,22:37:51,2018/5/4,15:37:51,  0,DGPS,45.514304,N,-122.686721,W,93,0.036,
796,T,2018/5/4,22:37:52,2018/5/4,15:37:52,  0,DGPS,45.514303,N,-122.686721,W,93,0.029,
797,T,2018/5/4,22:37:53,2018/5/4,15:37:53,  0,DGPS,45.514303,N,-122.686721,W,93,0.046,
798,T,2018/5/4,22:37:54,2018/5/4,15:37:54,  0,DGPS,45.514303,N,-122.686721,W,93,0.042,
799,T,2018/5/4,22:37:55,2018/5/4,15:37:55,  0,DGPS,45.514303,N,-122.686721,W,93,0.042,
800,T,2018/5/4,22:37:56,2018/5/4,15:37:56,  0,DGPS,45.514303,N,-122.686721,W,93,0.037,
801,T,2018/5/4,22:37:57,2018/5/4,15:37:57,  0,DGPS,45.514302,N,-122.686720,W,93,0.022,
802,T,2018/5/4,22:37:58,2018/5/4,15:37:58,  0,DGPS,45.514302,N,-122.686720,W,93,0.031,
803,T,2018/5/4,22:37:59,2018/5/4,15:37:59,  0,DGPS,45.514302,N,-122.686720,W,93,0.017,
804,T,2018/5/4,22:38:0,2018/5/4,15:38:0,  0,DGPS,45.514302,N,-122.686720,W,93,0.041,
805,T,2018/5/4,22:38:1,2018/5/4,15:38:1,  0,DGPS,45.514301,N,-122.686720,W,93,0.024,
806,T,2018/5/4,22:38:2,2018/5/4,15:38:2,  0,DGPS,45.514301,N,-122.686720,W,93,0.028,
807,T,2018/5/4,22:38:3,2018/5/4,15:38:3,  0,DGPS,45.514301,N,-122.686720,W,93,0.009,
808,T,2018/5/4,22:38:4,2018/5/4,15:38:4,  0,DGPS,45.514301,N,-122.686720,W,93,0.037,
809,T,2018/5/4,22:38:5,2018/5/4,15:38:5,  0,DGPS,45.514301,N,-122.686720,W,93,0.043,
810,T,2018/5/4,22:38:6,2018/5/4,15:38:6,  0,DGPS,45.514301,N,-122.686720,W,93,0.044,
811,T,2018/5/4,22:38:7,2018/5/4,15:38:7,  0,DGPS,45.514301,N,-122.686720,W,93,0.032,
812,T,2018/5/4,22:38:8,2018/5/4,15:38:8,  0,DGPS,45.514301,N,-122.686719,W,93,0.041,
813,T,2018/5/4,22:38:9,2018/5/4,15:38:9,  0,DGPS,45.514301,N,-122.686719,W,93,0.010,
814,T,2018/5/4,22:38:10,2018/5/4,15:38:10,  0,DGPS,45.514300,N,-122.686719,W,93,0.021,
815,T,2018/5/4,22:38:11,2018/5/4,15:38:11,  0,DGPS,45.514300,N,-122.686719,W,93,0.028,
816,T,2018/5/4,22:38:12,2018/5/4,15:38:12,  0,DGPS,45.514300,N,-122.686719,W,93,0.031,
817,T,2018/5/4,22:38:13,2018/5/4,15:38:13,  0,DGPS,45.514300,N,-122.686719,W,93,0.027,
818,T,2018/5/4,22:38:14,2018/5/4,15:38:14,  0,DGPS,45.514300,N,-122.686719,W,93,0.030,
819,T,2018/5/4,22:38:15,2018/5/4,15:38:15,  0,DGPS,45.514300,N,-122.686720,W,93,0.014,
820,T,2018/5/4,22:38:16,2018/5/4,15:38:16,  0,DGPS,45.514300,N,-122.686720,W,93,0.036,
821,T,2018/5/4,22:38:17,2018/5/4,15:38:17,  0,DGPS,45.514300,N,-122.686720,W,93,0.042,
822,T,2018/5/4,22:38:18,2018/5/4,15:38:18,  0,DGPS,45.514300,N,-122.686720,W,93,0.029,
823,T,2018/5/4,22:38:19,2018/5/4,15:38:19,  0,DGPS,45.514300,N,-122.686720,W,93,0.043,
824,T,2018/5/4,22:38:20,2018/5/4,15:38:20,  0,DGPS,45.514300,N,-122.686720,W,93,0.044,
825,T,2018/5/4,22:38:21,2018/5/4,15:38:21,  0,DGPS,45.514300,N,-122.686720,W,93,0.012,
826,T,2018/5/4,22:38:22,2018/5/4,15:38:22,  0,DGPS,45.514300,N,-122.686720,W,93,0.013,
827,T,2018/5/4,22:38:23,2018/5/4,15:38:23,  0,DGPS,45.514300,N,-122.686719,W,93,0.017,
828,T,2018/5/4,22:38:24,2018/5/4,15:38:24,  0,DGPS,45.514300,N,-122.686719,W,93,0.007,
829,T,2018/5/4,22:38:25,2018/5/4,15:38:25,  0,DGPS,45.514300,N,-122.686719,W,93,0.007,
830,T,2018/5/4,22:38:26,2018/5/4,15:38:26,  0,DGPS,45.514300,N,-122.686719,W,93,0.008,
831,T,2018/5/4,22:38:27,2018/5/4,15:38:27,  0,DGPS,45.514300,N,-122.686719,W,93,0.017,
832,T,2018/5/4,22:38:28,2018/5/4,15:38:28,  0,DGPS,45.514300,N,-122.686719,W,93,0.047,
833,T,2018/5/4,22:38:29,2018/5/4,15:38:29,  0,DGPS,45.514300,N,-122.686719,W,93,0.008,
834,T,2018/5/4,22:38:30,2018/5/4,15:38:30,  0,DGPS,45.514300,N,-122.686719,W,93,0.009,
835,T,2018/5/4,22:38:31,2018/5/4,15:38:31,  0,DGPS,45.514300,N,-122.686719,W,93,0.009,
836,T,2018/5/4,22:38:32,2018/5/4,15:38:32,  0,DGPS,45.514300,N,-122.686719,W,93,0.009,
837,T,2018/5/4,22:38:33,2018/5/4,15:38:33,  0,DGPS,45.514298,N,-122.686719,W,92,0.037,
838,T,2018/5/4,22:38:34,2018/5/4,15:38:34,  0,DGPS,45.514297,N,-122.686719,W,92,0.021,
839,T,2018/5/4,22:38:35,2018/5/4,15:38:35,  0,DGPS,45.514297,N,-122.686719,W,92,0.013,
840,T,2018/5/4,22:38:36,2018/5/4,15:38:36,  0,DGPS,45.514297,N,-122.686719,W,92,0.018,
841,T,2018/5/4,22:38:37,2018/5/4,15:38:37,  0,DGPS,45.514295,N,-122.686718,W,92,0.015,
842,T,2018/5/4,22:38:38,2018/5/4,15:38:38,  0,DGPS,45.514294,N,-122.686718,W,92,0.019,
843,T,2018/5/4,22:38:39,2018/5/4,15:38:39,  0,DGPS,45.514294,N,-122.686718,W,92,0.043,
844,T,2018/5/4,22:38:40,2018/5/4,15:38:40,  0,DGPS,45.514293,N,-122.686718,W,92,0.022,
845,T,2018/5/4,22:38:41,2018/5/4,15:38:41,  0,DGPS,45.514292,N,-122.686718,W,92,0.027,
846,T,2018/5/4,22:38:42,2018/5/4,15:38:42,  0,DGPS,45.514292,N,-122.686718,W,92,0.026,
847,T,2018/5/4,22:38:43,2018/5/4,15:38:43,  0,DGPS,45.514292,N,-122.686718,W,92,0.028,
848,T,2018/5/4,22:38:44,2018/5/4,15:38:44,  0,DGPS,45.514291,N,-122.686718,W,92,0.019,
849,T,2018/5/4,22:38:45,2018/5/4,15:38:45,  0,DGPS,45.514291,N,-122.686718,W,92,0.056,
850,T,2018/5/4,22:38:46,2018/5/4,15:38:46,  0,DGPS,45.514291,N,-122.686718,W,92,0.043,
851,T,2018/5/4,22:38:47,2018/5/4,15:38:47,  0,DGPS,45.514290,N,-122.686718,W,92,0.033,
852,T,2018/5/4,22:38:48,2018/5/4,15:38:48,  0,DGPS,45.514290,N,-122.686718,W,92,0.039,
853,T,2018/5/4,22:38:49,2018/5/4,15:38:49,  0,DGPS,45.514290,N,-122.686718,W,92,0.053,
854,T,2018/5/4,22:38:50,2018/5/4,15:38:50,  0,DGPS,45.514290,N,-122.686718,W,92,0.042,
855,T,2018/5/4,22:38:51,2018/5/4,15:38:51,  0,DGPS,45.514290,N,-122.686718,W,92,0.024,
856,T,2018/5/4,22:38:52,2018/5/4,15:38:52,  0,DGPS,45.514290,N,-122.686718,W,92,0.031,
857,T,2018/5/4,22:38:53,2018/5/4,15:38:53,  0,DGPS,45.514288,N,-122.686718,W,92,0.018,
858,T,2018/5/4,22:38:54,2018/5/4,15:38:54,  0,DGPS,45.514287,N,-122.686718,W,92,0.022,
859,T,2018/5/4,22:38:55,2018/5/4,15:38:55,  0,DGPS,45.514287,N,-122.686719,W,92,0.026,
860,T,2018/5/4,22:38:56,2018/5/4,15:38:56,  0,DGPS,45.514286,N,-122.686719,W,92,0.018,
861,T,2018/5/4,22:38:57,2018/5/4,15:38:57,  0,DGPS,45.514286,N,-122.686719,W,92,0.006,
862,T,2018/5/4,22:38:58,2018/5/4,15:38:58,  0,DGPS,45.514285,N,-122.686719,W,92,0.010,
863,T,2018/5/4,22:38:59,2018/5/4,15:38:59,  0,DGPS,45.514285,N,-122.686720,W,92,0.015,
864,T,2018/5/4,22:39:0,2018/5/4,15:39:0,  0,DGPS,45.514285,N,-122.686720,W,92,0.022,
865,T,2018/5/4,22:39:1,2018/5/4,15:39:1,  0,DGPS,45.514284,N,-122.686720,W,92,0.004,
866,T,2018/5/4,22:39:2,2018/5/4,15:39:2,  0,DGPS,45.514284,N,-122.686720,W,92,0.011,
867,T,2018/5/4,22:39:3,2018/5/4,15:39:3,  0,DGPS,45.514284,N,-122.686720,W,92,0.028,
868,T,2018/5/4,22:39:4,2018/5/4,15:39:4,  0,DGPS,45.514284,N,-122.686720,W,92,0.035,
869,T,2018/5/4,22:39:5,2018/5/4,15:39:5,  0,DGPS,45.514284,N,-122.686720,W,92,0.049,
870,T,2018/5/4,22:39:6,2018/5/4,15:39:6,  0,DGPS,45.514284,N,-122.686721,W,92,0.038,
871,T,2018/5/4,22:39:7,2018/5/4,15:39:7,  0,DGPS,45.514283,N,-122.686721,W,92,0.045,
872,T,2018/5/4,22:39:8,2018/5/4,15:39:8,  0,DGPS,45.514283,N,-122.686721,W,92,0.042,
873,T,2018/5/4,22:39:9,2018/5/4,15:39:9,  0,DGPS,45.514283,N,-122.686721,W,92,0.014,
874,T,2018/5/4,22:39:10,2018/5/4,15:39:10,  0,DGPS,45.514283,N,-122.686721,W,92,0.020,
875,T,2018/5/4,22:39:11,2018/5/4,15:39:11,  0,DGPS,45.514283,N,-122.686721,W,92,0.022,
876,T,2018/5/4,22:39:12,2018/5/4,15:39:12,  0,DGPS,45.514283,N,-122.686721,W,92,0.022,
877,T,2018/5/4,22:39:13,2018/5/4,15:39:13,  0,DGPS,45.514283,N,-122.686721,W,92,0.019,
878,T,2018/5/4,22:39:14,2018/5/4,15:39:14,  0,DGPS,45.514283,N,-122.686721,W,92,0.023,
879,T,2018/5/4,22:39:15,2018/5/4,15:39:15,  0,DGPS,45.514282,N,-122.686721,W,92,0.008,
880,T,2018/5/4,22:39:16,2018/5/4,15:39:16,  0,DGPS,45.514282,N,-122.686721,W,92,0.035,
881,T,2018/5/4,22:39:17,2018/5/4,15:39:17,  0,DGPS,45.514282,N,-122.686721,W,92,0.029,
882,T,2018/5/4,22:39:18,2018/5/4,15:39:18,  0,DGPS,45.514282,N,-122.686721,W,92,0.030,
883,T,2018/5/4,22:39:19,2018/5/4,15:39:19,  0,DGPS,45.514282,N,-122.686721,W,92,0.030,
884,T,2018/5/4,22:39:20,2018/5/4,15:39:20,  0,DGPS,45.514282,N,-122.686721,W,92,0.028,
885,T,2018/5/4,22:39:21,2018/5/4,15:39:21,  0,DGPS,45.514282,N,-122.686721,W,92,0.024,
886,T,2018/5/4,22:39:22,2018/5/4,15:39:22,  0,DGPS,45.514282,N,-122.686721,W,92,0.023,
887,T,2018/5/4,22:39:23,2018/5/4,15:39:23,  0,DGPS,45.514282,N,-122.686721,W,92,0.025,
888,T,2018/5/4,22:39:24,2018/5/4,15:39:24,  0,DGPS,45.514282,N,-122.686721,W,92,0.027,
889,T,2018/5/4,22:39:25,2018/5/4,15:39:25,  0,DGPS,45.514282,N,-122.686721,W,92,0.030,
890,T,2018/5/4,22:39:26,2018/5/4,15:39:26,  0,DGPS,45.514282,N,-122.686721,W,92,0.028,
891,T,2018/5/4,22:39:27,2018/5/4,15:39:27,  0,DGPS,45.514282,N,-122.686721,W,92,0.010,
892,T,2018/5/4,22:39:28,2018/5/4,15:39:28,  0,DGPS,45.514282,N,-122.686721,W,92,0.033,
893,T,2018/5/4,22:39:29,2018/5/4,15:39:29,  0,DGPS,45.514279,N,-122.686721,W,92,0.027,
894,T,2018/5/4,22:39:30,2018/5/4,15:39:30,  0,DGPS,45.514279,N,-122.686721,W,92,0.030,
895,T,2018/5/4,22:39:31,2018/5/4,15:39:31,  0,DGPS,45.514279,N,-122.686721,W,92,0.033,
896,T,2018/5/4,22:39:32,2018/5/4,15:39:32,  0,DGPS,45.514279,N,-122.686721,W,92,0.030,
897,T,2018/5/4,22:39:33,2018/5/4,15:39:33,  0,DGPS,45.514279,N,-122.686721,W,92,0.034,
898,T,2018/5/4,22:39:34,2018/5/4,15:39:34,  0,DGPS,45.514279,N,-122.686721,W,92,0.025,
899,T,2018/5/4,22:39:35,2018/5/4,15:39:35,  0,DGPS,45.514279,N,-122.686721,W,92,0.019,
900,T,2018/5/4,22:39:36,2018/5/4,15:39:36,  0,DGPS,45.514279,N,-122.686721,W,92,0.015,
901,T,2018/5/4,22:39:37,2018/5/4,15:39:37,  0,DGPS,45.514279,N,-122.686721,W,92,0.026,
902,T,2018/5/4,22:39:38,2018/5/4,15:39:38,  0,DGPS,45.514279,N,-122.686721,W,92,0.023,
903,T,2018/5/4,22:39:39,2018/5/4,15:39:39,  0,DGPS,45.514278,N,-122.686721,W,92,0.025,
904,T,2018/5/4,22:39:40,2018/5/4,15:39:40,  0,DGPS,45.514278,N,-122.686721,W,92,0.004,
905,T,2018/5/4,22:39:41,2018/5/4,15:39:41,  0,DGPS,45.514278,N,-122.686721,W,92,0.008,
906,T,2018/5/4,22:39:42,2018/5/4,15:39:42,  0,DGPS,45.514278,N,-122.686721,W,92,0.008,
907,T,2018/5/4,22:39:43,2018/5/4,15:39:43,  0,DGPS,45.514278,N,-122.686721,W,92,0.004,
908,T,2018/5/4,22:39:44,2018/5/4,15:39:44,  0,DGPS,45.514278,N,-122.686721,W,92,0.018,
909,T,2018/5/4,22:39:45,2018/5/4,15:39:45,  0,DGPS,45.514278,N,-122.686721,W,92,0.038,
910,T,2018/5/4,22:39:46,2018/5/4,15:39:46,  0,DGPS,45.514276,N,-122.686721,W,92,0.011,
911,T,2018/5/4,22:39:47,2018/5/4,15:39:47,  0,DGPS,45.514275,N,-122.686720,W,92,0.015,
912,T,2018/5/4,22:39:48,2018/5/4,15:39:48,  0,DGPS,45.514274,N,-122.686720,W,92,0.009,
913,T,2018/5/4,22:39:49,2018/5/4,15:39:49,  0,DGPS,45.514273,N,-122.686721,W,92,0.005,
914,T,2018/5/4,22:39:50,2018/5/4,15:39:50,  0,DGPS,45.514272,N,-122.686721,W,92,0.011,
915,T,2018/5/4,22:39:51,2018/5/4,15:39:51,  0,DGPS,45.514271,N,-122.686721,W,92,0.027,
916,T,2018/5/4,22:39:52,2018/5/4,15:39:52,  0,DGPS,45.514271,N,-122.686721,W,92,0.038,
917,T,2018/5/4,22:39:53,2018/5/4,15:39:53,  0,DGPS,45.514270,N,-122.686721,W,92,0.041,
918,T,2018/5/4,22:39:54,2018/5/4,15:39:54,  0,DGPS,45.514270,N,-122.686721,W,92,0.041,
919,T,2018/5/4,22:39:55,2018/5/4,15:39:55,  0,DGPS,45.514269,N,-122.686722,W,92,0.044,
920,T,2018/5/4,22:39:56,2018/5/4,15:39:56,  0,DGPS,45.514269,N,-122.686722,W,92,0.044,
921,T,2018/5/4,22:39:57,2018/5/4,15:39:57,  0,DGPS,45.514268,N,-122.686722,W,92,0.025,
922,T,2018/5/4,22:39:58,2018/5/4,15:39:58,  0,DGPS,45.514268,N,-122.686722,W,92,0.034,
923,T,2018/5/4,22:39:59,2018/5/4,15:39:59,  0,DGPS,45.514268,N,-122.686722,W,92,0.034,
924,T,2018/5/4,22:40:0,2018/5/4,15:40:0,  0,DGPS,45.514268,N,-122.686722,W,92,0.043,
925,T,2018/5/4,22:40:1,2018/5/4,15:40:1,  0,DGPS,45.514267,N,-122.686722,W,92,0.030,
926,T,2018/5/4,22:40:2,2018/5/4,15:40:2,  0,DGPS,45.514267,N,-122.686722,W,92,0.034,
927,T,2018/5/4,22:40:3,2018/5/4,15:40:3,  0,DGPS,45.514267,N,-122.686722,W,92,0.011,
928,T,2018/5/4,22:40:4,2018/5/4,15:40:4,  0,DGPS,45.514267,N,-122.686722,W,92,0.027,
929,T,2018/5/4,22:40:5,2018/5/4,15:40:5,  0,DGPS,45.514267,N,-122.686722,W,92,0.037,
930,T,2018/5/4,22:40:6,2018/5/4,15:40:6,  0,DGPS,45.514267,N,-122.686722,W,92,0.029,
931,T,2018/5/4,22:40:7,2018/5/4,15:40:7,  0,DGPS,45.514266,N,-122.686722,W,92,0.036,
932,T,2018/5/4,22:40:8,2018/5/4,15:40:8,  0,DGPS,45.514266,N,-122.686722,W,92,0.031,
933,T,2018/5/4,22:40:9,2018/5/4,15:40:9,  0,DGPS,45.514266,N,-122.686723,W,92,0.020,
934,T,2018/5/4,22:40:10,2018/5/4,15:40:10,  0,DGPS,45.514266,N,-122.686723,W,92,0.035,
935,T,2018/5/4,22:40:11,2018/5/4,15:40:11,  0,DGPS,45.514266,N,-122.686723,W,92,0.024,
936,T,2018/5/4,22:40:12,2018/5/4,15:40:12,  0,DGPS,45.514266,N,-122.686723,W,92,0.039,
937,T,2018/5/4,22:40:13,2018/5/4,15:40:13,  0,DGPS,45.514266,N,-122.686723,W,92,0.045,
938,T,2018/5/4,22:40:14,2018/5/4,15:40:14,  0,DGPS,45.514266,N,-122.686723,W,91,0.037,
939,T,2018/5/4,22:40:15,2018/5/4,15:40:15,  0,DGPS,45.514266,N,-122.686723,W,91,0.005,
940,T,2018/5/4,22:40:16,2018/5/4,15:40:16,  0,DGPS,45.514266,N,-122.686723,W,91,0.036,
941,T,2018/5/4,22:40:17,2018/5/4,15:40:17,  0,DGPS,45.514266,N,-122.686723,W,91,0.040,
942,T,2018/5/4,22:40:18,2018/5/4,15:40:18,  0,DGPS,45.514265,N,-122.686723,W,91,0.038,
943,T,2018/5/4,22:40:19,2018/5/4,15:40:19,  0,DGPS,45.514265,N,-122.686723,W,91,0.038,
944,T,2018/5/4,22:40:20,2018/5/4,15:40:20,  0,DGPS,45.514265,N,-122.686723,W,91,0.027,
945,T,2018/5/4,22:40:21,2018/5/4,15:40:21,  0,DGPS,45.514265,N,-122.686723,W,91,0.058,
946,T,2018/5/4,22:40:22,2018/5/4,15:40:22,  0,DGPS,45.514265,N,-122.686723,W,91,0.023,
947,T,2018/5/4,22:40:23,2018/5/4,15:40:23,  0,DGPS,45.514265,N,-122.686724,W,91,0.032,
948,T,2018/5/4,22:40:24,2018/5/4,15:40:24,  0,DGPS,45.514265,N,-122.686724,W,91,0.037,
949,T,2018/5/4,22:40:25,2018/5/4,15:40:25,  0,DGPS,45.514265,N,-122.686724,W,91,0.030,
950,T,2018/5/4,22:40:26,2018/5/4,15:40:26,  0,DGPS,45.514265,N,-122.686724,W,91,0.040,
951,T,2018/5/4,22:40:27,2018/5/4,15:40:27,  0,DGPS,45.514265,N,-122.686724,W,91,0.029,
952,T,2018/5/4,22:40:28,2018/5/4,15:40:28,  0,DGPS,45.514265,N,-122.686723,W,91,0.021,
953,T,2018/5/4,22:40:29,2018/5/4,15:40:29,  0,DGPS,45.514264,N,-122.686723,W,91,0.051,
954,T,2018/5/4,22:40:30,2018/5/4,15:40:30,  0,DGPS,45.514261,N,-122.686722,W,91,0.047,
955,T,2018/5/4,22:40:31,2018/5/4,15:40:31,  0,DGPS,45.514261,N,-122.686722,W,91,0.036,
956,T,2018/5/4,22:40:32,2018/5/4,15:40:32,  0,DGPS,45.514261,N,-122.686722,W,91,0.033,
957,T,2018/5/4,22:40:33,2018/5/4,15:40:33,  0,DGPS,45.514261,N,-122.686722,W,91,0.013,
958,T,2018/5/4,22:40:34,2018/5/4,15:40:34,  0,DGPS,45.514261,N,-122.686722,W,91,0.024,
959,T,2018/5/4,22:40:35,2018/5/4,15:40:35,  0,DGPS,45.514260,N,-122.686723,W,91,0.044,
960,T,2018/5/4,22:40:36,2018/5/4,15:40:36,  0,DGPS,45.514257,N,-122.686721,W,91,0.025,
961,T,2018/5/4,22:40:37,2018/5/4,15:40:37,  0,DGPS,45.514257,N,-122.686721,W,91,0.035,
962,T,2018/5/4,22:40:38,2018/5/4,15:40:38,  0,DGPS,45.514256,N,-122.686722,W,91,0.045,
963,T,2018/5/4,22:40:39,2018/5/4,15:40:39,  0,DGPS,45.514256,N,-122.686722,W,91,0.016,
964,T,2018/5/4,22:40:40,2018/5/4,15:40:40,  0,DGPS,45.514256,N,-122.686722,W,91,0.039,
965,T,2018/5/4,22:40:41,2018/5/4,15:40:41,  0,DGPS,45.514255,N,-122.686722,W,91,0.024,
966,T,2018/5/4,22:40:42,2018/5/4,15:40:42,  0,DGPS,45.514255,N,-122.686722,W,91,0.027,
967,T,2018/5/4,22:40:43,2018/5/4,15:40:43,  0,DGPS,45.514253,N,-122.686722,W,91,0.042,
968,T,2018/5/4,22:40:44,2018/5/4,15:40:44,  0,DGPS,45.514253,N,-122.686722,W,91,0.021,
969,T,2018/5/4,22:40:45,2018/5/4,15:40:45,  0,DGPS,45.514252,N,-122.686722,W,91,0.012,
970,T,2018/5/4,22:40:46,2018/5/4,15:40:46,  0,DGPS,45.514252,N,-122.686721,W,91,0.013,
